complex	eggNOG
Nkx3.2-SMAD1-SMAD4 complex	KOG0842@euNOG
Nkx3.2-SMAD1-SMAD4-HDAC1 complex	KOG1342@euNOG
Nkx3.2-SMAD1-SMAD4-HDAC1 complex	KOG3701@euNOG
Nkx3.2-SMAD1-SMAD4-HDAC1 complex	KOG0842@euNOG
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex	KOG1342@euNOG
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex	KOG3701@euNOG
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex	KOG0842@euNOG
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex	KOG4204@euNOG
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex	KOG0264@euNOG
ITGA9-ITGB1-ADAM8 complex	KOG1226@euNOG
ITGA9-ITGB1-ADAM8 complex	KOG3607@euNOG
ITGA9-ITGB1-ADAM8 complex	0IPAY@euNOG
mTOR complex (MTOR, RAPTOR)	KOG0891@euNOG
mTOR complex (MTOR, RAPTOR)	KOG1517@euNOG
Ubiquitin E3 ligase (SMAD7, SMURF2)	KOG3701@euNOG
Ubiquitin E3 ligase (SMAD7, SMURF2)	KOG0940@euNOG
Axin-GSK-3-beta complex	KOG3589@euNOG
Axin-GSK-3-beta complex	KOG0658@euNOG
Axin-GSK-3-alpha complex	KOG3589@euNOG
Axin-GSK-3-alpha complex	KOG0658@euNOG
Axin-beta-catenin complex	KOG3589@euNOG
Axin-beta-catenin complex	KOG4203@euNOG
Ubiquitin E3 ligase (SMAD7, SMURF1)	KOG3701@euNOG
Ubiquitin E3 ligase (SMAD7, SMURF1)	KOG0940@euNOG
Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta)	KOG3701@euNOG
Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta)	KOG2052@euNOG
Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta)	KOG3653@euNOG
Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta)	KOG0940@euNOG
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex	KOG3589@euNOG
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex	KOG4203@euNOG
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex	KOG0658@euNOG
Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex	KOG2085@euNOG
APC-AXIN1-CTNNB1 complex	KOG3589@euNOG
APC-AXIN1-CTNNB1 complex	KOG2122@euNOG
APC-AXIN1-CTNNB1 complex	KOG4203@euNOG
60S APC containing complex	KOG1374@euNOG
60S APC containing complex	KOG2122@euNOG
60S APC containing complex	KOG2128@euNOG
60S APC containing complex	KOG1376@euNOG
APC-IQGAP1-Rac1 complex	KOG2122@euNOG
APC-IQGAP1-Rac1 complex	KOG2128@euNOG
APC-IQGAP1-Rac1 complex	KOG0393@euNOG
APC-IQGAP1-Cdc42 complex	KOG2122@euNOG
APC-IQGAP1-Cdc42 complex	KOG2128@euNOG
APC-IQGAP1-Cdc42 complex	KOG0393@euNOG
EB1-APC-mDia1 complex	KOG1924@euNOG
EB1-APC-mDia1 complex	KOG3000@euNOG
EB1-APC-mDia1 complex	KOG2122@euNOG
Cohesin complex, incomplete (Stag3, Scp1, Ss181)	KOG2011@euNOG
Cohesin complex, incomplete (Stag3, Scp1, Ss181)	0IH3F@euNOG
Cohesin complex, incomplete (Stag3, Scp1, Ss181)	KOG3227@euNOG
p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	KOG0655@euNOG
p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	KOG0594@euNOG
p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	KOG4743@euNOG
p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	KOG3484@euNOG
p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	KOG2930@euNOG
p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	KOG1724@euNOG
p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	KOG2120@euNOG
p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	KOG2166@euNOG
Cohesin complex, incomplete (Stag3, Sycp3)	KOG2011@euNOG
Cohesin complex, incomplete (Stag3, Sycp3)	0IJ2Y@euNOG
Cohesin complex, incomplete (Stag3, Ss18I1)	KOG2011@euNOG
Cohesin complex, incomplete (Stag3, Ss18I1)	KOG3227@euNOG
Cohesin complex, incomplete (Sycp2, Ss18I1)	KOG3227@euNOG
Cohesin complex, incomplete (Sycp2, Ss18I1)	0IIGE@euNOG
Cohesin complex, incomplete (Smc4, Ss18I1)	KOG3227@euNOG
Cohesin complex, incomplete (Smc4, Ss18I1)	KOG0996@euNOG
Cohesin complex, incomplete (Rec8, Ss18I1)	KOG3227@euNOG
Cohesin complex, incomplete (Rec8, Ss18I1)	KOG1213@euNOG
Cohesin complex, incomplete (Smc1b, Ss18I1)	KOG3227@euNOG
Cohesin complex, incomplete (Smc1b, Ss18I1)	KOG0018@euNOG
Cohesin complex, incomplete (Sycp1, Ss18I1, Rec8)	0IH3F@euNOG
Cohesin complex, incomplete (Sycp1, Ss18I1, Rec8)	KOG3227@euNOG
Cohesin complex, incomplete (Sycp1, Ss18I1, Rec8)	KOG1213@euNOG
Cohesin complex, incomplete (Smc1b, Sycp1, Ss18I1)	0IH3F@euNOG
Cohesin complex, incomplete (Smc1b, Sycp1, Ss18I1)	KOG3227@euNOG
Cohesin complex, incomplete (Smc1b, Sycp1, Ss18I1)	KOG0018@euNOG
Cohesin complex, incomplete (Smc3, Sycp1, Ss18I1)	0IH3F@euNOG
Cohesin complex, incomplete (Smc3, Sycp1, Ss18I1)	KOG3227@euNOG
Cohesin complex, incomplete (Smc3, Sycp1, Ss18I1)	KOG0964@euNOG
TGF-beta receptor II-TGF-beta3 complex	KOG3900@euNOG
TGF-beta receptor II-TGF-beta3 complex	KOG3653@euNOG
TGF-beta receptor II-TGF-beta1 complex	KOG3900@euNOG
TGF-beta receptor II-TGF-beta1 complex	KOG3653@euNOG
TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex	KOG3900@euNOG
TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex	KOG2052@euNOG
TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex	KOG3653@euNOG
TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex	KOG3900@euNOG
TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex	KOG2052@euNOG
TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex	KOG3653@euNOG
Drosha complex	KOG0925@euNOG
Drosha complex	KOG4211@euNOG
Drosha complex	KOG0331@euNOG
Drosha complex	KOG1817@euNOG
Drosha complex	0IFJS@euNOG
Drosha complex	0KDWC@euNOG
Drosha complex	KOG4334@euNOG
Microprocessor complex	KOG3900@euNOG
Microprocessor complex	KOG2052@euNOG
Microprocessor complex	KOG3653@euNOG
RNA-induced silencing complex, RISC	KOG3732@euNOG
RNA-induced silencing complex, RISC	KOG1041@euNOG
RNA-induced silencing complex, RISC	0INVH@euNOG
PAC3-PAC4 complex	0IX28@euNOG
PAC3-PAC4 complex	KOG4828@euNOG
PAC1-PAC2 complex	0IGRN@euNOG
PAC1-PAC2 complex	KOG3112@euNOG
LAT2-ITGB1 complex	KOG1226@euNOG
LAT2-ITGB1 complex	KOG1287@euNOG
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	KOG3484@euNOG
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	KOG2930@euNOG
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	KOG1724@euNOG
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	KOG2120@euNOG
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	KOG2166@euNOG
Ubiquitin E3 ligase (Fbxl20, Skp1, Cul1)	KOG1947@euNOG
Ubiquitin E3 ligase (Fbxl20, Skp1, Cul1)	KOG1724@euNOG
Ubiquitin E3 ligase (Fbxl20, Skp1, Cul1)	KOG2166@euNOG
SMAD2-SMAD4-FAST1 complex	KOG2294@euNOG
SMAD2-SMAD4-FAST1 complex	KOG3701@euNOG
SMAD2-FAST1 complex	KOG2294@euNOG
SMAD2-FAST1 complex	KOG3701@euNOG
Multisynthetase complex	KOG0867@euNOG
Multisynthetase complex	KOG0556@euNOG
Multisynthetase complex	KOG0434@euNOG
Multisynthetase complex	KOG1148@euNOG
Multisynthetase complex	KOG2241@euNOG
Multisynthetase complex	0II5D@euNOG
Multisynthetase complex	KOG1885@euNOG
Multisynthetase complex	KOG0437@euNOG
BMP2-BRIA complex	KOG3900@euNOG
BMP2-BRIA complex	KOG2052@euNOG
SKI-NCOR1-SIN3A-HDAC1 complex	KOG1878@euNOG
SKI-NCOR1-SIN3A-HDAC1 complex	0JNKZ@euNOG
SKI-NCOR1-SIN3A-HDAC1 complex	KOG1342@euNOG
SKI-NCOR1-SIN3A-HDAC1 complex	KOG4204@euNOG
hs4 enhancer complex (faster migrating complex)	KOG3802@euNOG
hs4 enhancer complex (faster migrating complex)	KOG0504@euNOG
hs4 enhancer complex (faster migrating complex)	KOG1721@euNOG
hs4 enhancer complex (faster migrating complex)	0IG8F@euNOG
hs4 enhancer complex (slow migrating complex)	KOG1721@euNOG
hs4 enhancer complex (slow migrating complex)	0IFBK@euNOG
Parvulin-associated pre-rRNP complex	KOG1732@euNOG
Parvulin-associated pre-rRNP complex	KOG0925@euNOG
Parvulin-associated pre-rRNP complex	KOG1685@euNOG
Parvulin-associated pre-rRNP complex	0IE2T@euNOG
Parvulin-associated pre-rRNP complex	0IRS7@euNOG
Parvulin-associated pre-rRNP complex	0IF4N@euNOG
Parvulin-associated pre-rRNP complex	KOG3166@euNOG
Parvulin-associated pre-rRNP complex	KOG3184@euNOG
Parvulin-associated pre-rRNP complex	KOG0815@euNOG
Parvulin-associated pre-rRNP complex	KOG3204@euNOG
Parvulin-associated pre-rRNP complex	KOG0663@euNOG
Parvulin-associated pre-rRNP complex	KOG0857@euNOG
Parvulin-associated pre-rRNP complex	KOG0746@euNOG
Parvulin-associated pre-rRNP complex	KOG1596@euNOG
Parvulin-associated pre-rRNP complex	KOG1714@euNOG
Parvulin-associated pre-rRNP complex	KOG3301@euNOG
Parvulin-associated pre-rRNP complex	KOG1694@euNOG
Parvulin-associated pre-rRNP complex	KOG0875@euNOG
Parvulin-associated pre-rRNP complex	KOG3295@euNOG
Parvulin-associated pre-rRNP complex	KOG2038@euNOG
Parvulin-associated pre-rRNP complex	KOG3911@euNOG
Parvulin-associated pre-rRNP complex	KOG3401@euNOG
Parvulin-associated pre-rRNP complex	KOG3283@euNOG
Parvulin-associated pre-rRNP complex	KOG0378@euNOG
Parvulin-associated pre-rRNP complex	KOG0829@euNOG
Parvulin-associated pre-rRNP complex	KOG1646@euNOG
Parvulin-associated pre-rRNP complex	KOG1570@euNOG
Parvulin-associated pre-rRNP complex	KOG3181@euNOG
Parvulin-associated pre-rRNP complex	KOG2309@euNOG
Parvulin-associated pre-rRNP complex	KOG1376@euNOG
Parvulin-associated pre-rRNP complex	KOG1696@euNOG
Parvulin-associated pre-rRNP complex	KOG1628@euNOG
Parvulin-associated pre-rRNP complex	KOG0650@euNOG
Parvulin-associated pre-rRNP complex	KOG1375@euNOG
Parvulin-associated pre-rRNP complex	KOG0331@euNOG
Parvulin-associated pre-rRNP complex	KOG2572@euNOG
Parvulin-associated pre-rRNP complex	0ITTT@euNOG
Parvulin-associated pre-rRNP complex	KOG0342@euNOG
Parvulin-associated pre-rRNP complex	KOG4208@euNOG
Parvulin-associated pre-rRNP complex	KOG0338@euNOG
Parvulin-associated pre-rRNP complex	KOG1122@euNOG
Parvulin-associated pre-rRNP complex	KOG2423@euNOG
Parvulin-associated pre-rRNP complex	KOG1490@euNOG
Parvulin-associated pre-rRNP complex	KOG3433@euNOG
Parvulin-associated pre-rRNP complex	KOG3421@euNOG
Parvulin-associated pre-rRNP complex	KOG1765@euNOG
Parvulin-associated pre-rRNP complex	KOG1678@euNOG
Parvulin-associated pre-rRNP complex	KOG0816@euNOG
Parvulin-associated pre-rRNP complex	KOG0346@euNOG
Parvulin-associated pre-rRNP complex	KOG1475@euNOG
Parvulin-associated pre-rRNP complex	KOG3080@euNOG
Parvulin-associated pre-rRNP complex	KOG1098@euNOG
Parvulin-associated pre-rRNP complex	KOG2481@euNOG
Parvulin-associated pre-rRNP complex	KOG0347@euNOG
Parvulin-associated pre-rRNP complex	KOG3031@euNOG
Parvulin-associated pre-rRNP complex	KOG0313@euNOG
Parvulin-associated pre-rRNP complex	KOG0127@euNOG
Parvulin-associated pre-rRNP complex	0IIEY@euNOG
Parvulin-associated pre-rRNP complex	KOG3258@euNOG
mSin3A complex	KOG0264@euNOG
mSin3A complex	KOG1342@euNOG
mSin3A complex	KOG4204@euNOG
Mad-Max-mSin3a complex	KOG2483@euNOG
Mad-Max-mSin3a complex	0KCYG@euNOG
Mad-Max-mSin3a complex	KOG4204@euNOG
Mad-Max-mSin3B complex	KOG2483@euNOG
Mad-Max-mSin3B complex	0KCYG@euNOG
Mad-Max-mSin3B complex	KOG4204@euNOG
MAD-MAX complex	KOG2483@euNOG
MAD-MAX complex	0KCYG@euNOG
MYC-MAX complex	0IPCX@euNOG
MYC-MAX complex	KOG2483@euNOG
mSin3A-HDAC1-HDAC2 complex	KOG1342@euNOG
mSin3A-HDAC1-HDAC2 complex	KOG4204@euNOG
MAD1-mSin3A-HDAC2 complex	0KCYG@euNOG
MAD1-mSin3A-HDAC2 complex	KOG1342@euNOG
MAD1-mSin3A-HDAC2 complex	KOG4204@euNOG
Nop56p-associated pre-rRNA complex	KOG2572@euNOG
Nop56p-associated pre-rRNA complex	KOG1685@euNOG
Nop56p-associated pre-rRNA complex	0JF7I@euNOG
Nop56p-associated pre-rRNA complex	KOG3449@euNOG
Nop56p-associated pre-rRNA complex	KOG0815@euNOG
Nop56p-associated pre-rRNA complex	0IHZM@euNOG
Nop56p-associated pre-rRNA complex	KOG0187@euNOG
Nop56p-associated pre-rRNA complex	KOG0118@euNOG
Nop56p-associated pre-rRNA complex	KOG0981@euNOG
Nop56p-associated pre-rRNA complex	KOG0469@euNOG
Nop56p-associated pre-rRNA complex	KOG0877@euNOG
Nop56p-associated pre-rRNA complex	0J2AG@euNOG
Nop56p-associated pre-rRNA complex	KOG0887@euNOG
Nop56p-associated pre-rRNA complex	KOG3184@euNOG
Nop56p-associated pre-rRNA complex	KOG3353@euNOG
Nop56p-associated pre-rRNA complex	0IRS7@euNOG
Nop56p-associated pre-rRNA complex	KOG1596@euNOG
Nop56p-associated pre-rRNA complex	KOG3406@euNOG
Nop56p-associated pre-rRNA complex	KOG0120@euNOG
Nop56p-associated pre-rRNA complex	KOG3295@euNOG
Nop56p-associated pre-rRNA complex	KOG0857@euNOG
Nop56p-associated pre-rRNA complex	KOG0886@euNOG
Nop56p-associated pre-rRNA complex	KOG3255@euNOG
Nop56p-associated pre-rRNA complex	KOG3434@euNOG
Nop56p-associated pre-rRNA complex	KOG1475@euNOG
Nop56p-associated pre-rRNA complex	KOG1761@euNOG
Nop56p-associated pre-rRNA complex	KOG0746@euNOG
Nop56p-associated pre-rRNA complex	KOG3204@euNOG
Nop56p-associated pre-rRNA complex	KOG3436@euNOG
Nop56p-associated pre-rRNA complex	KOG1742@euNOG
Nop56p-associated pre-rRNA complex	KOG0875@euNOG
Nop56p-associated pre-rRNA complex	KOG1732@euNOG
Nop56p-associated pre-rRNA complex	KOG3412@euNOG
Nop56p-associated pre-rRNA complex	KOG3301@euNOG
Nop56p-associated pre-rRNA complex	KOG3504@euNOG
Nop56p-associated pre-rRNA complex	KOG0460@euNOG
Nop56p-associated pre-rRNA complex	KOG3421@euNOG
Nop56p-associated pre-rRNA complex	0KDWC@euNOG
Nop56p-associated pre-rRNA complex	KOG1507@euNOG
Nop56p-associated pre-rRNA complex	KOG3387@euNOG
Nop56p-associated pre-rRNA complex	KOG1628@euNOG
Nop56p-associated pre-rRNA complex	KOG3401@euNOG
Nop56p-associated pre-rRNA complex	KOG1678@euNOG
Nop56p-associated pre-rRNA complex	KOG3418@euNOG
Nop56p-associated pre-rRNA complex	KOG0402@euNOG
Nop56p-associated pre-rRNA complex	KOG3320@euNOG
Nop56p-associated pre-rRNA complex	KOG3283@euNOG
Nop56p-associated pre-rRNA complex	KOG1754@euNOG
Nop56p-associated pre-rRNA complex	KOG1753@euNOG
Nop56p-associated pre-rRNA complex	KOG0407@euNOG
Nop56p-associated pre-rRNA complex	KOG1749@euNOG
Nop56p-associated pre-rRNA complex	KOG3311@euNOG
Nop56p-associated pre-rRNA complex	KOG3506@euNOG
Nop56p-associated pre-rRNA complex	KOG0400@euNOG
Nop56p-associated pre-rRNA complex	KOG1728@euNOG
Nop56p-associated pre-rRNA complex	KOG3166@euNOG
Nop56p-associated pre-rRNA complex	KOG0676@euNOG
Nop56p-associated pre-rRNA complex	KOG1751@euNOG
Nop56p-associated pre-rRNA complex	KOG1646@euNOG
Nop56p-associated pre-rRNA complex	KOG0901@euNOG
Nop56p-associated pre-rRNA complex	KOG0898@euNOG
Nop56p-associated pre-rRNA complex	KOG3424@euNOG
Nop56p-associated pre-rRNA complex	KOG2988@euNOG
Nop56p-associated pre-rRNA complex	KOG0002@euNOG
Nop56p-associated pre-rRNA complex	KOG0893@euNOG
Nop56p-associated pre-rRNA complex	KOG1570@euNOG
Nop56p-associated pre-rRNA complex	KOG0878@euNOG
Nop56p-associated pre-rRNA complex	KOG0397@euNOG
Nop56p-associated pre-rRNA complex	KOG2309@euNOG
Nop56p-associated pre-rRNA complex	KOG3070@euNOG
Nop56p-associated pre-rRNA complex	KOG0052@euNOG
Nop56p-associated pre-rRNA complex	KOG1722@euNOG
Nop56p-associated pre-rRNA complex	KOG3464@euNOG
Nop56p-associated pre-rRNA complex	KOG1696@euNOG
Nop56p-associated pre-rRNA complex	0KD8M@euNOG
Nop56p-associated pre-rRNA complex	KOG2202@euNOG
Nop56p-associated pre-rRNA complex	KOG0829@euNOG
Nop56p-associated pre-rRNA complex	KOG1694@euNOG
Nop56p-associated pre-rRNA complex	KOG1714@euNOG
Nop56p-associated pre-rRNA complex	KOG0921@euNOG
Nop56p-associated pre-rRNA complex	KOG3793@euNOG
Nop56p-associated pre-rRNA complex	0IN2U@euNOG
Nop56p-associated pre-rRNA complex	0IF55@euNOG
Nop56p-associated pre-rRNA complex	KOG0270@euNOG
Nop56p-associated pre-rRNA complex	0KGP3@euNOG
Nop56p-associated pre-rRNA complex	KOG2137@euNOG
Nop56p-associated pre-rRNA complex	KOG1376@euNOG
Nop56p-associated pre-rRNA complex	KOG2971@euNOG
Nop56p-associated pre-rRNA complex	KOG4012@euNOG
Nop56p-associated pre-rRNA complex	KOG1290@euNOG
Nop56p-associated pre-rRNA complex	KOG3080@euNOG
Nop56p-associated pre-rRNA complex	KOG1744@euNOG
Nop56p-associated pre-rRNA complex	0ITTT@euNOG
Nop56p-associated pre-rRNA complex	KOG2484@euNOG
Nop56p-associated pre-rRNA complex	KOG1375@euNOG
Nop56p-associated pre-rRNA complex	KOG0331@euNOG
Nop56p-associated pre-rRNA complex	KOG0127@euNOG
Nop56p-associated pre-rRNA complex	KOG2186@euNOG
Nop56p-associated pre-rRNA complex	KOG2193@euNOG
Nop56p-associated pre-rRNA complex	KOG0796@euNOG
Nop56p-associated pre-rRNA complex	KOG3452@euNOG
Microprocessor complex	KOG4334@euNOG
Microprocessor complex	KOG1817@euNOG
ITGA10-ITGB1 complex	0IPAX@euNOG
ITGA10-ITGB1 complex	KOG1226@euNOG
ITGA11-ITGB1 complex	KOG1226@euNOG
ITGA11-ITGB1 complex	0IPB8@euNOG
ITGA11-ITGB1-COL1A1 complex	KOG3544@euNOG
ITGA11-ITGB1-COL1A1 complex	KOG1226@euNOG
ITGA11-ITGB1-COL1A1 complex	0IPB8@euNOG
RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	KOG0794@euNOG
RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	KOG0260@euNOG
RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	KOG2393@euNOG
RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	KOG0666@euNOG
RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	KOG0386@euNOG
RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	KOG1649@euNOG
RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	KOG1510@euNOG
RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying	KOG0260@euNOG
RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying	KOG1649@euNOG
RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying	0IRVA@euNOG
RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying	KOG1472@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG3302@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG0794@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG0260@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG2593@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG2074@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG2393@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG0666@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG0386@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG1597@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG1649@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG1510@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG1659@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG3525@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG1279@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG2570@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG0679@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG4715@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG1123@euNOG
RNA polymerase II complex, chromatin structure modifying	0IUMQ@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG2487@euNOG
RNA polymerase II complex, chromatin structure modifying	0IRVA@euNOG
RNA polymerase II complex, chromatin structure modifying	KOG1472@euNOG
RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	KOG0794@euNOG
RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	KOG2393@euNOG
RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	KOG0666@euNOG
RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	KOG2496@euNOG
RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	KOG1649@euNOG
RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	KOG1510@euNOG
RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	KOG1279@euNOG
Amot-Arhgap17-Pard3 complex	0IJU5@euNOG
Amot-Arhgap17-Pard3 complex	KOG4270@euNOG
Amot-Arhgap17-Pard3 complex	0ITAJ@euNOG
CTF18-cohesion-RFC-POLH complex	0J3HT@euNOG
CTF18-cohesion-RFC-POLH complex	KOG0989@euNOG
CTF18-cohesion-RFC-POLH complex	KOG0991@euNOG
CTF18-cohesion-RFC-POLH complex	KOG0990@euNOG
CTF18-cohesion-RFC-POLH complex	KOG2035@euNOG
CTF18-cohesion-RFC-POLH complex	KOG1969@euNOG
CTF18-cohesion-RFC-POLH complex	KOG0798@euNOG
CTF18-cohesion-RFC-POLH complex	KOG2095@euNOG
CTLH complex	KOG0396@euNOG
CTLH complex	KOG1293@euNOG
CTLH complex	KOG1477@euNOG
CTLH complex	KOG2817@euNOG
CTLH complex	KOG2437@euNOG
CCT complex (chaperonin containing TCP1 complex), testis specific	KOG0360@euNOG
CCT complex (chaperonin containing TCP1 complex), testis specific	KOG0362@euNOG
CCT complex (chaperonin containing TCP1 complex), testis specific	KOG0361@euNOG
CCT complex (chaperonin containing TCP1 complex), testis specific	KOG0363@euNOG
CCT complex (chaperonin containing TCP1 complex), testis specific	KOG0358@euNOG
CCT complex (chaperonin containing TCP1 complex), testis specific	KOG0357@euNOG
CCT complex (chaperonin containing TCP1 complex), testis specific	KOG0364@euNOG
CCT complex (chaperonin containing TCP1 complex), testis specific	KOG0359@euNOG
CCT-Prefoldin complex, testis specific	KOG3478@euNOG
CCT-Prefoldin complex, testis specific	0ISJS@euNOG
CCT-Prefoldin complex, testis specific	KOG3313@euNOG
CCT-Prefoldin complex, testis specific	KOG3048@euNOG
CCT-Prefoldin complex, testis specific	KOG1760@euNOG
CCT-Prefoldin complex, testis specific	KOG4098@euNOG
UTX-MLL2/3 complex	KOG0266@euNOG
UTX-MLL2/3 complex	0IK20@euNOG
UTX-MLL2/3 complex	KOG1273@euNOG
UTX-MLL2/3 complex	KOG2073@euNOG
UTX-MLL2/3 complex	0IU1W@euNOG
UTX-MLL2/3 complex	KOG2401@euNOG
UTX-MLL2/3 complex	0IE75@euNOG
UTX-MLL2/3 complex	0ITPK@euNOG
UTX-MLL2/3 complex	KOG2626@euNOG
UTX-MLL2/3 complex	KOG1721@euNOG
Elk1-Srf complex	KOG3806@euNOG
Elk1-Srf complex	KOG0015@euNOG
Myocd-Srf complex	KOG0015@euNOG
Myocd-Srf complex	0IE2C@euNOG
DGCR8-NCL complex	0IRS7@euNOG
DGCR8-NCL complex	KOG4334@euNOG
DGCR8-ILF3 complex	0IN2U@euNOG
DGCR8-ILF3 complex	KOG4334@euNOG
ILF3-XPO5 complex	0IN2U@euNOG
ILF3-XPO5 complex	0IQMC@euNOG
DGCR8 multiprotein complex	KOG0117@euNOG
DGCR8 multiprotein complex	KOG0101@euNOG
DGCR8 multiprotein complex	KOG0331@euNOG
DGCR8 multiprotein complex	0IRS7@euNOG
DGCR8 multiprotein complex	KOG4211@euNOG
DGCR8 multiprotein complex	0IP58@euNOG
DGCR8 multiprotein complex	0KD8M@euNOG
DGCR8 multiprotein complex	KOG0921@euNOG
DGCR8 multiprotein complex	0IN2U@euNOG
DGCR8 multiprotein complex	KOG4334@euNOG
CCND1-CDK4 complex	KOG0594@euNOG
CCND1-CDK4 complex	KOG0656@euNOG
CCND2-CDK4 complex	KOG0594@euNOG
CCND2-CDK4 complex	KOG0656@euNOG
CCND3-CDK4 complex	KOG0594@euNOG
CCND3-CDK4 complex	KOG0656@euNOG
CCND1-CDK6 complex	KOG0656@euNOG
CCND1-CDK6 complex	KOG0594@euNOG
CCND2-CDK6 complex	KOG0656@euNOG
CCND2-CDK6 complex	KOG0594@euNOG
CCND3-CDK6 complex	KOG0656@euNOG
CCND3-CDK6 complex	KOG0594@euNOG
Kv4.2-Kchip4 channel complex	KOG4390@euNOG
Kv4.2-Kchip4 channel complex	KOG0044@euNOG
